,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0002524,2983.590771,0.021301384,0.054045757,0.660595979,0.866981338
FBgn0002525,3688.897987,-0.095861036,0.070618103,0.044742088,0.2889853
FBgn0002526,2941.941055,0.015669707,0.071075464,0.52149224,0.799783328
FBgn0002531,54.00897576,0.001140763,0.071819932,0.955897533,0.98741893
FBgn0002533,0.247054333,0.00048894,0.074747022,0.853958467,NA
FBgn0002534,0.676252744,-0.001011979,0.074681605,0.791039015,NA
FBgn0002535,0,NA,NA,NA,NA
FBgn0002542,4054.897108,-0.06886194,0.086376934,0.137712824,0.470134413
FBgn0002543,173.4294588,-0.005659515,0.071837313,0.78280745,0.921326284
FBgn0002552,2018.489338,-3.17547E-05,0.062278086,0.981778053,0.993693915
FBgn0002561,0.09324099,-0.000101936,0.074767517,1,NA
FBgn0002562,4.070039045,0.005631313,0.074981347,0.173418421,NA
FBgn0002563,99.7212974,-0.008513824,0.074758731,0.408823181,0.732182652
FBgn0002564,3.717665252,0.007249356,0.074758432,0.414598612,NA
FBgn0002565,1188.829061,0.020896797,0.078495117,0.041010772,0.2781338
FBgn0002566,2406.556118,0.026960067,0.050357867,0.476704772,0.776466474
FBgn0002567,2944.438379,-0.081520285,0.056052811,0.059169473,0.328665042
FBgn0002569,1071.78656,0.329578157,0.127469687,0.000462412,0.015801023
FBgn0002570,9440.350622,0.598978157,0.158850293,6.36761E-06,0.000678086
FBgn0002571,439.5355173,0.507033748,0.327500414,0.002600367,0.051941155
FBgn0002573,13.33532734,-0.002962755,0.073444751,0.832832505,0.942416184
FBgn0002576,21.76843096,0.018311025,0.076676594,0.198396558,0.550967803
FBgn0002577,2.338480984,-0.007336847,0.074974341,0.297551426,NA
FBgn0002578,240.8575063,0.094575656,0.170791521,0.015884543,0.16698371
FBgn0002579,12400.73037,-0.010534415,0.05482413,0.804573303,0.931192382
FBgn0002590,10330.27605,0.004026874,0.065887446,0.885422574,0.962816807
FBgn0002592,1.278532623,-0.000771808,0.0745893,0.882961399,NA
FBgn0002593,12376.3465,-0.015688443,0.073391499,0.365067501,0.701227239
FBgn0002609,101.2174365,-0.011152259,0.071056073,0.648376182,0.860456438
FBgn0002622,17292.36715,-0.019141876,0.066797425,0.566086626,0.820816941
FBgn0002626,10829.88444,0.000775284,0.063511037,0.99273814,0.997421309
FBgn0002629,0.06887511,0.000598645,0.074766545,0.94806198,NA
FBgn0002631,0,NA,NA,NA,NA
FBgn0002632,0.824008614,-0.000163102,0.074661289,0.964038063,NA
FBgn0002633,4.453482249,0.000968791,0.074248736,0.913905202,0.973148407
FBgn0002638,5858.580335,-0.057537995,0.071655999,0.177353749,0.524700355
FBgn0002641,1111.657752,-0.006497648,0.05929768,0.850793576,0.95083157
FBgn0002643,1370.962971,-0.02618883,0.061969705,0.485788814,0.780056003
FBgn0002645,6595.771577,-0.118518703,0.065377233,0.013272054,0.152258498
FBgn0002673,2711.791855,-0.010967467,0.066919264,0.671095835,0.87219728
FBgn0002707,901.9898923,-0.038080523,0.062626211,0.383507982,0.713914837
FBgn0002709,22.84499493,0.011068563,0.073252704,0.563454453,0.820487689
FBgn0002715,543.0883174,-0.01137634,0.066780193,0.717244719,0.892997419
FBgn0002716,23.35528022,0.015707863,0.074179708,0.43190753,0.745862515
FBgn0002719,8598.588349,0.241826794,0.100425744,0.001035049,0.026883513
FBgn0002723,793.9856736,0.09523868,0.063418079,0.038020136,0.26479819
FBgn0002732,12.33082329,0.001277546,0.073369559,0.929560264,0.978599081
FBgn0002733,78.7237228,0.022776731,0.075476103,0.329771932,0.676961006
FBgn0002734,0.116407405,0.000740718,0.074768949,0.851771824,NA
FBgn0002735,0.386629721,0.002211204,0.074795926,0.493793797,NA
FBgn0002736,1505.38886,-0.042598409,0.066341852,0.284486428,0.635111749
FBgn0002772,1608.000803,0.086129444,0.086396092,0.078809139,0.369143284
FBgn0002773,5470.329838,0.532086152,0.118561237,3.28987E-07,8.14741E-05
FBgn0002774,1378.150855,0.005634936,0.049908601,0.893400158,0.967147447
FBgn0002775,1278.981781,-0.018209029,0.067200401,0.569026966,0.823052688
FBgn0002778,1584.722048,0.004021491,0.051942626,0.913667392,0.973148407
FBgn0002780,12548.24919,-0.030164081,0.05765711,0.346607964,0.688239458
FBgn0002781,7630.097688,-0.059103064,0.087451352,0.097440893,0.401100916
FBgn0002783,5865.934417,-0.021982284,0.061163391,0.564109525,0.82054396
FBgn0002787,3244.276283,-0.091342194,0.061914875,0.043580434,0.285768498
FBgn0002789,1696.560116,0.460794002,0.133404354,2.46453E-05,0.001796548
FBgn0002791,1274.681258,-0.047125489,0.068571512,0.245897446,0.598391661
FBgn0002838,0,NA,NA,NA,NA
FBgn0002842,0.181223006,0.000988172,0.074772406,0.733627875,NA
FBgn0002862,0.434226964,-0.001048764,0.074729986,0.729604973,NA
FBgn0002863,0.109435889,0.000492763,0.074765267,0.948062888,NA
FBgn0002865,0.105547349,0.000521494,0.074765597,0.948062888,NA
FBgn0002868,7567.936958,0.742799087,0.241905002,7.05057E-05,0.004125356
FBgn0002869,93.31401709,0.071355149,0.129875582,0.007761151,0.10884787
FBgn0002872,3259.271911,-0.042280617,0.067733092,0.297599405,0.648728184
FBgn0002873,5717.41316,-0.197961764,0.107805294,0.004120187,0.069866042
FBgn0002878,1256.622858,0.015723287,0.068016344,0.613502881,0.844299843
FBgn0002887,1369.259139,-0.059916574,0.080449659,0.154407209,0.493334043
FBgn0002891,1180.472936,0.005979306,0.06177784,0.861236509,0.954251128
FBgn0002899,1786.425625,-0.027414611,0.068626313,0.429802124,0.745278393
FBgn0002901,892.2823264,-0.019129746,0.065505821,0.582404455,0.829421745
FBgn0002905,467.5838037,-0.03535243,0.068509923,0.353779447,0.693045868
FBgn0002906,2258.295258,-0.018258987,0.067202659,0.632881401,0.85416711
FBgn0002914,2551.40118,-0.033475259,0.058085672,0.38356513,0.713914837
FBgn0002917,118.325032,0.041560026,0.078634804,0.222475447,0.57587859
FBgn0002921,18794.59041,-0.005895297,0.043083517,0.855015757,0.952584932
FBgn0002922,13.22671937,-0.004215779,0.073323116,0.777546619,0.919720838
FBgn0002924,1899.745458,-0.068071073,0.083720571,0.120987946,0.442945679
FBgn0002926,798.5901831,-0.011152592,0.075236683,0.289700751,0.640401186
FBgn0002930,2156.752179,0.737976218,0.225082283,3.66868E-05,0.002441736
FBgn0002931,88.60102539,-0.010059405,0.07075892,0.685279109,0.878480466
FBgn0002932,1454.841452,-0.011879387,0.057260833,0.721482927,0.895653627
FBgn0002936,56.40487901,0.03111475,0.082077799,0.086990826,0.384543505
FBgn0002937,49.91032481,-0.070844008,0.118340421,0.034206793,0.255806275
FBgn0002938,1896.0825,0.030266078,0.071732763,0.370612312,0.705292162
FBgn0002939,61.48868751,-0.006974539,0.073358275,0.666236905,0.869840196
FBgn0002940,19168.68995,-0.024917621,0.063331016,0.510139766,0.794919282
FBgn0002941,5.029034535,0.004618362,0.074497149,0.584445173,0.830387812
FBgn0002945,104.2430901,0.042359398,0.084393011,0.151254715,0.488768618
FBgn0002948,2117.906727,-0.016665903,0.066972329,0.608382573,0.841379689
FBgn0002962,4850.93845,0.017315697,0.061751865,0.632613772,0.85416711
FBgn0002973,1592.921301,0.012504493,0.061084687,0.740073111,0.901658666
FBgn0002985,109.2875395,-0.011312909,0.068877763,0.692726352,0.881191724
FBgn0002989,776.9442475,-0.035285928,0.067741144,0.362016234,0.69940328
FBgn0003002,5.441221137,-0.008225349,0.074769793,0.407436712,0.731799981
FBgn0003008,364.759845,-0.027758813,0.065557525,0.449230548,0.757064701
FBgn0003009,7.852557671,-0.003682382,0.073948993,0.752745275,0.907606933
FBgn0003011,10.23749078,0.008946184,0.074473926,0.474229669,0.774495929
FBgn0003015,19104.58946,-0.092693145,0.057617939,0.031047718,0.243522824
FBgn0003016,2197.588439,-0.014629505,0.052189133,0.707561588,0.889203575
FBgn0003023,7705.708371,-0.032949173,0.06148977,0.444689484,0.753757763
FBgn0003028,5441.860058,-0.058829943,0.062140286,0.162271652,0.506390919
FBgn0003041,3542.36774,0.001548571,0.059449252,0.977444644,0.99295956
FBgn0003042,663.6198716,-0.012651329,0.061295626,0.722647237,0.895653627
FBgn0003044,4373.028154,-0.014591488,0.062186512,0.685148801,0.878419164
FBgn0003046,47.36037078,0.017312383,0.074956957,0.361968308,0.69940328
FBgn0003048,2550.203952,-0.021936907,0.058348837,0.561531456,0.819951714
FBgn0003053,920.1387942,-0.002103915,0.069451564,0.934187107,0.980461376
FBgn0003057,0,NA,NA,NA,NA
FBgn0003060,1.052758896,0.004799319,0.074875501,0.273119532,NA
FBgn0003062,1487.080607,-0.031698278,0.076964218,0.27311557,0.625867809
FBgn0003065,0.528108165,-0.003002813,0.074819899,0.293620638,NA
FBgn0003068,215.5147843,0.003876106,0.071134788,0.876982617,0.959715126
FBgn0003071,3202.464976,-0.164289981,0.087451265,0.006514393,0.095817361
FBgn0003074,6302.990732,-0.05184428,0.056050454,0.201077376,0.554303126
FBgn0003076,4503.286044,-0.072399554,0.067364076,0.104050293,0.414527335
FBgn0003079,1942.70731,-0.001341349,0.061670674,0.964966277,0.989073899
FBgn0003082,568.1254102,-0.036444556,0.071333479,0.316153404,0.66706343
FBgn0003087,1740.749044,-0.043086642,0.079308019,0.252845762,0.606704488
FBgn0003089,30.33054996,0.006574768,0.074006798,0.615027782,0.84529416
FBgn0003090,56.68726778,0.011924954,0.071316803,0.622473756,0.849618434
FBgn0003091,286.6101922,0.006430443,0.067105212,0.831480676,0.942017376
FBgn0003093,1183.177636,0.026948362,0.058674955,0.479077455,0.777267454
FBgn0003114,439.4401046,-0.079779038,0.094835637,0.083984506,0.379716674
FBgn0003116,601.7347058,0.02944033,0.060081943,0.447019084,0.75511118
FBgn0003117,32.49914979,0.0012487,0.073336132,0.932043086,0.979795343
FBgn0003118,658.9693812,0.020588443,0.063824298,0.576742204,0.825906097
FBgn0003124,9392.686243,-0.021256626,0.065540879,0.530345001,0.804127439
FBgn0003129,38.48127879,0.004946646,0.07075242,0.831817514,0.942142598
FBgn0003130,1.485329631,0.008110134,0.07525016,0.125659807,NA
FBgn0003132,0.5785363,0.001215432,0.074700291,0.738857881,NA
FBgn0003134,2853.34927,0.001779282,0.040860609,0.923328748,0.975732446
FBgn0003137,4546.028521,-0.427906167,0.424782636,0.005696091,0.087026788
FBgn0003139,1620.388876,-0.012310312,0.05319787,0.742709612,0.902660883
FBgn0003140,0,NA,NA,NA,NA
FBgn0003141,1075.238568,-0.000440104,0.049670821,0.989725089,0.996462368
FBgn0003145,0.350086358,-0.001333477,0.0747675,0.48875532,NA
FBgn0003149,2224.376925,0.092451969,0.118968388,0.055205957,0.318793032
FBgn0003159,2643.193485,0.032672806,0.05167038,0.397621019,0.724611546
FBgn0003162,475.0773571,0.036108103,0.085524771,0.051944792,0.311815155
FBgn0003165,4373.602902,-0.108811813,0.073222272,0.026822913,0.224040144
FBgn0003169,1658.956491,0.121191387,0.0804797,0.022021256,0.202593586
FBgn0003174,37.85208487,-0.005708176,0.073825871,0.667823027,0.870139168
FBgn0003175,1870.275469,0.007402965,0.056811844,0.871590102,0.958571704
FBgn0003187,2653.439369,-0.018517593,0.062914324,0.605214263,0.840455005
FBgn0003189,2304.770306,-0.076169398,0.09446676,0.090630552,0.390830638
FBgn0003204,3313.752792,-0.065079051,0.058389275,0.12177377,0.443946892
FBgn0003205,2943.198134,-0.021870393,0.055749189,0.534643296,0.806661443
FBgn0003206,1010.959545,0.122126669,0.078319286,0.020161152,0.192380029
FBgn0003209,2346.549959,0.135868222,0.07452405,0.010166708,0.129349189
FBgn0003210,3221.279107,-0.028218192,0.068222597,0.432593354,0.74631587
FBgn0003218,2181.126859,-0.006846411,0.050551175,0.844608995,0.947907814
FBgn0003227,229.6939121,-0.045954986,0.076235935,0.187717506,0.537971515
FBgn0003231,10180.75686,0.134757471,0.044830423,0.000513892,0.016687657
FBgn0003248,254.6919358,0.003187833,0.070768662,0.89376597,0.967147447
FBgn0003249,790.9181352,0.387044065,0.127909992,0.000113412,0.005834395
FBgn0003250,905.7283207,0.319098764,0.147487881,0.00124495,0.031253649
FBgn0003254,1.359485175,-0.000605349,0.074660332,0.876997839,NA
FBgn0003255,40.73464313,0.051289525,0.097059853,0.041828254,0.280496903
FBgn0003256,2550.741992,-0.048836424,0.063455403,0.224990071,0.578046651
FBgn0003257,1309.187505,-0.065123974,0.068720112,0.134246322,0.463099801
FBgn0003261,15202.73366,-0.049186411,0.057585926,0.212979378,0.566296478
FBgn0003267,0.473239714,0.001608229,0.074749537,0.622325319,NA
FBgn0003268,2204.752796,-0.037314562,0.068784785,0.322606235,0.673087458
FBgn0003270,0,NA,NA,NA,NA
FBgn0003274,4532.081967,-0.011714636,0.074649476,0.402220445,0.727576952
FBgn0003275,408.6553197,-0.038677415,0.060940226,0.332659542,0.679028458
FBgn0003277,5830.061239,0.050029498,0.070092434,0.250036249,0.60336189
FBgn0003278,1009.35991,-0.035963281,0.050406767,0.335337361,0.68110005
FBgn0003279,19996.40087,-0.014141026,0.075013584,0.360217795,0.698375581
FBgn0003285,961.1607078,0.020812914,0.063383581,0.573230535,0.824134958
FBgn0003292,803.4342745,0.02356537,0.058723525,0.534035598,0.806315764
FBgn0003295,5.913099063,0.013084944,0.075786439,0.194510217,0.546383357
FBgn0003300,3.619038536,-0.004122543,0.074430698,0.632510227,NA
FBgn0003301,528.551203,0.00082537,0.068432289,0.977509367,0.99295956
FBgn0003302,187.1938912,0.021514169,0.064911358,0.544576315,0.811663781
FBgn0003308,675.1857297,0.056356327,0.097631514,0.066704942,0.347524915
FBgn0003310,2200.518179,-0.055706342,0.0553226,0.171520542,0.519147718
FBgn0003312,25.40449708,-0.001638109,0.073669762,0.895678423,0.967300071
FBgn0003317,1708.17265,-0.005334512,0.059355861,0.882658167,0.961900698
FBgn0003319,2.633390843,0.005411464,0.074752549,0.426045076,NA
FBgn0003321,1798.923788,0.028023363,0.041427603,0.449332007,0.757064701
FBgn0003326,16.73018444,0.028951259,0.080937069,0.097386164,0.401100916
FBgn0003328,4036.790195,0.039664684,0.078341778,0.231597934,0.585260181
FBgn0003330,564.597214,-0.050999156,0.08457811,0.171232091,0.519134731
FBgn0003334,3061.74846,-0.008952337,0.056270424,0.75713856,0.909101633
FBgn0003339,32.04632812,0.021102293,0.075433384,0.332937142,0.679055831
FBgn0003345,1424.555461,0.034507129,0.061045685,0.37805382,0.710626443
FBgn0003346,2227.166774,-0.060992847,0.080081728,0.144471443,0.478084646
FBgn0003353,362.5242016,-0.178073619,0.102021612,0.007109119,0.101754048
FBgn0003356,3270.006652,-0.009981937,0.074127536,0.496316595,0.786880536
FBgn0003357,3288.967006,-0.010179429,0.074360057,0.471757216,0.772735303
FBgn0003358,1656.459557,0.023156284,0.078492743,0.1262744,0.449981644
FBgn0003360,24361.78611,-0.074992145,0.054637312,0.070752811,0.356107418
FBgn0003366,832.6294921,0.005462081,0.067593598,0.861719534,0.954277232
FBgn0003371,3753.664418,0.029636794,0.036873805,0.356788788,0.695614025
FBgn0003372,4.651524691,0.00345459,0.074246353,0.722962736,0.895653627
FBgn0003373,0.051825499,0.000556837,0.074765969,0.94806198,NA
FBgn0003374,0.118132788,0.000521184,0.074765605,0.948062888,NA
FBgn0003375,0,NA,NA,NA,NA
FBgn0003377,0.06887511,0.000598645,0.074766545,0.94806198,NA
FBgn0003378,0.046620495,-8.96095E-05,0.074767546,1,NA
FBgn0003380,349.2381011,-0.002072524,0.070648298,0.926520662,0.97756054
FBgn0003382,0.248868421,0.00105147,0.074772749,0.699012639,NA
FBgn0003386,241.1484015,0.115362487,0.1872633,0.022967913,0.20555098
FBgn0003388,23.88790168,-0.017751493,0.076182157,0.252939421,0.606792496
FBgn0003390,326.7607583,0.027997762,0.079221836,0.172380983,0.519613649
FBgn0003391,3789.358837,0.003069407,0.055422169,0.937910706,0.981487759
FBgn0003392,2977.689264,0.014488473,0.044578754,0.69990506,0.885399024
FBgn0003396,2257.599238,0.027113346,0.064041396,0.444723451,0.753757763
FBgn0003401,867.8696229,-0.016818166,0.063399217,0.636232431,0.855422643
FBgn0003410,2080.938926,-0.098808798,0.07414983,0.042860266,0.283314071
FBgn0003411,3.852412917,0.008471156,0.075307722,0.110588198,NA
FBgn0003415,6603.524,-0.045641195,0.065525363,0.25813387,0.612356334
FBgn0003416,2102.104452,-0.012444147,0.05851247,0.736724968,0.899752167
FBgn0003423,2840.477245,-0.07123462,0.049003928,0.068141891,0.352164405
FBgn0003429,596.3405061,-0.010172037,0.068464384,0.724294337,0.895653627
FBgn0003430,20.8256536,0.041913326,0.088754343,0.061826438,0.336084603
FBgn0003435,810.1408877,-0.008028423,0.061858434,0.818758596,0.935931017
FBgn0003444,1474.105183,0.013248955,0.061962427,0.711387422,0.890825639
FBgn0003447,2532.561953,-0.095227313,0.078199332,0.058376931,0.326157368
FBgn0003448,2.599985841,0.003544512,0.07462097,0.578211012,NA
FBgn0003449,973.3339991,-0.029550581,0.05951942,0.441438333,0.752260652
FBgn0003450,170.8478253,-0.346511117,0.126315805,0.000305391,0.012225986
FBgn0003459,883.2290734,0.118322355,0.122065084,0.034411007,0.256612616
FBgn0003460,49.20303312,0.078528055,0.137316485,0.017220389,0.174315512
FBgn0003462,4604.048128,-0.019464327,0.069975327,0.527953251,0.803672472
FBgn0003463,581.2139258,0.320318726,0.190049819,0.003108933,0.058551819
FBgn0003464,2841.436188,-0.081179514,0.107545826,0.068632746,0.352906863
FBgn0003475,3229.042487,0.003820076,0.049562828,0.916301284,0.973273689
FBgn0003479,386.52051,0.014684498,0.061505624,0.683694974,0.877764958
FBgn0003480,273.1570456,-0.010883782,0.059578182,0.758617365,0.909947772
FBgn0003482,153.6410137,-0.052731855,0.090717097,0.11275951,0.430539987
FBgn0003483,3870.574962,-0.031563495,0.069124971,0.379106076,0.710838939
FBgn0003486,65.48646907,0.000763041,0.073325933,0.964296186,0.989000297
FBgn0003495,2194.655576,0.035374791,0.066501938,0.355712001,0.694659288
FBgn0003499,78.23274068,0.03894528,0.08420365,0.13252694,0.460600321
FBgn0003502,3906.29364,-0.004696724,0.061274115,0.885128411,0.962816807
FBgn0003507,652.8771087,-0.005040964,0.069812587,0.840073295,0.945431381
FBgn0003512,656.2232871,-0.072690496,0.095641986,0.096894749,0.400414493
FBgn0003513,14.41635416,0.014072018,0.075113281,0.349468661,0.690222746
FBgn0003514,2944.071491,0.145270574,0.080060759,0.009280343,0.121557659
FBgn0003515,220.8203686,0.068556171,0.093490163,0.104008504,0.414515929
FBgn0003517,14764.64383,-0.011640446,0.074824913,0.386380731,0.71518485
FBgn0003520,4767.316233,-0.022217613,0.059201056,0.548741113,0.813217974
FBgn0003525,6748.952641,-0.019357502,0.065151161,0.576760196,0.825906097
FBgn0003527,309.1142664,-0.041636358,0.069448848,0.286358352,0.637351917
FBgn0003545,1564.96115,-0.069803905,0.091732085,0.117716267,0.440463996
FBgn0003557,4086.060572,-0.000532096,0.035693915,0.980609365,0.993294886
FBgn0003559,697.8519021,-0.019231527,0.054034644,0.567243918,0.821932394
FBgn0003567,2669.183679,-0.029326189,0.067879564,0.412826879,0.734699363
FBgn0003575,2217.997316,-0.009546425,0.056725105,0.793271928,0.926682061
FBgn0003598,5526.945143,-0.013711639,0.065280041,0.660195793,0.866776599
FBgn0003607,2625.705175,-0.077229747,0.073134108,0.092421335,0.393993112
FBgn0003612,4825.460884,-0.028774791,0.06627161,0.459748587,0.764381375
FBgn0003638,3291.411348,-0.05111188,0.045284471,0.173673502,0.521095498
FBgn0003651,466.9960093,0.066043577,0.107282014,0.056444003,0.320706967
FBgn0003654,687.9441625,-0.120213157,0.149177552,0.031857074,0.24622129
FBgn0003655,5390.543695,-0.066249591,0.08049714,0.143423998,0.476347339
FBgn0003656,5425.458382,-0.043145179,0.039712107,0.204429809,0.557912105
FBgn0003660,2677.337079,0.146264744,0.063169453,0.003123057,0.058551819
FBgn0003676,6850.382588,-0.103085436,0.05739742,0.019737756,0.189699783
FBgn0003683,0.175745387,0.000635871,0.074765713,0.942802908,NA
FBgn0003687,819.7843854,-0.083953425,0.101300723,0.07381726,0.358868784
FBgn0003701,2838.747711,0.001915906,0.066974626,0.9536623,0.986550433
FBgn0003710,53.04776045,0.061418042,0.104034661,0.055264952,0.318793032
FBgn0003714,434.870423,-0.02876825,0.076053781,0.304247576,0.654826682
FBgn0003716,2257.818657,0.050671871,0.055351323,0.208065489,0.561350898
FBgn0003719,66.30184504,0.062502008,0.115694684,0.006545081,0.096003536
FBgn0003721,8652.190968,-0.030182082,0.033926585,0.317650796,0.668110378
FBgn0003731,1559.783565,0.052687275,0.089262455,0.12696101,0.450969911
FBgn0003733,2569.370591,-0.021098933,0.066893458,0.535914312,0.807452001
FBgn0003741,204.1129484,0.098079058,0.090702953,0.054515767,0.317234098
